"","AUS_B_1","CAN_B_1","CHE_B_1","CHN_B_1","DEU_B_1","FRA_B_1","GBR_B_1","ITA_B_1","JPN_B_1","MEX_B_1","NOR_B_1","USA_B_1","AUS_B_2","CAN_B_2","CHE_B_2","CHN_B_2","DEU_B_2","FRA_B_2","GBR_B_2","ITA_B_2","JPN_B_2","MEX_B_2","NOR_B_2","USA_B_2","AUS_B_3","CAN_B_3","CHE_B_3","CHN_B_3","DEU_B_3","FRA_B_3","GBR_B_3","ITA_B_3","JPN_B_3","MEX_B_3","NOR_B_3","USA_B_3"
"2008-02-20",6.27066043524779,4.57723701120204,3.58880658042815,4.57823724746327,4.85172589599741,4.93987626462222,4.87300385425431,5.40453552129428,2.45023078693921,8.03396745336392,4.38815126995973,5.16310908054264,0.839786142024513,-1.12935308566683,-0.304877423697821,-1.21850449670086,-0.546426187920675,-0.533836368135613,-0.395529781790607,-1.08013713101956,-1.49836745076869,-0.47014176082724,1.27084051941992,-2.56230314905566,0.888070761279852,-2.64317495138206,-4.02517754381747,-1.06190318449876,-4.48022004763685,-4.51355483178432,-1.0671530067715,-4.83731189834617,-4.3366016896391,-1.18644548977127,-1.05339553803346,-5.86908427246882
"2008-02-21",6.22700020638747,4.54054997237611,3.53589133491413,4.5929828952228,4.77801768117552,4.86892292986877,4.82903165600222,5.34581925715561,2.41955700499345,8.02856651876837,4.38883598737912,5.10793874315571,0.858625031444564,-1.04677349863057,-0.27718158904924,-1.23189372686589,-0.489254482897594,-0.473334102885939,-0.319009772756307,-1.04759222365174,-1.47646462727564,-0.448054709274042,1.29496599072377,-2.47634164802801,0.93650702230638,-2.84350132537225,-3.75423482117214,-1.19187622400393,-4.06160408067205,-4.1559110015642,-0.896744154157759,-4.44976470324504,-4.31701252782882,-1.11018218894429,-1.00264447220293,-6.42708862327445
"2008-02-22",6.23004899777801,4.53994946668862,3.54588580570724,4.5896367747545,4.80077945380698,4.89152213269223,4.82560378408745,5.39347149399549,2.43326615962409,8.03175084353372,4.34433350591697,5.13089079677047,0.890119522340222,-1.10390584461817,-0.278022062665486,-1.25899463870498,-0.486138571455191,-0.478276051074748,-0.309331450535882,-1.0439260382886,-1.48567406879214,-0.397135152658825,1.37773817502806,-2.4967562472599,0.916099346211639,-2.64608694943645,-3.85521647852155,-1.11738809653495,-4.25356857139436,-4.33475394951457,-0.882807721960339,-4.72298074644133,-4.33155969318938,-1.00781547384944,-1.18985079844039,-6.3270718213549
"2008-02-25",6.29244785633457,4.55211913299923,3.58154373572235,4.58934904029602,4.86037702005033,4.95070104201435,4.86224496635497,5.49493814879463,2.48170522149392,8.02323601637514,4.3695366045321,5.21309419537811,0.880565949844019,-1.10500877665293,-0.349049841957871,-1.25377317715569,-0.523678668994541,-0.535693911759018,-0.325248509348446,-1.05829146295736,-1.54542255660803,-0.357826607586303,1.30796377800705,-2.64541568606607,0.967197662891078,-2.53768148277693,-3.68211573913067,-1.13084521724393,-4.38447228446288,-4.43349286681062,-0.878204652849326,-5.03099919566844,-4.27675182570436,-0.908394448339667,-1.10044612424229,-6.00264687192704
"2008-02-26",6.27487138939947,4.52200357238302,3.58751080698856,4.57293901030757,4.88749057625462,4.98056967235126,4.86238140671381,5.52862373884589,2.4384841866771,7.9955383804745,4.391624169924,5.23692284991877,0.868484361466746,-1.04746005964332,-0.372656567998527,-1.25683058855461,-0.559333338190885,-0.577252892001689,-0.326030846322041,-1.04706927332556,-1.50291481504143,-0.342339451292496,1.32305630473572,-2.70077824743744,0.942246162182588,-2.78924003451544,-3.58863058512983,-1.09344927370122,-4.25160015497561,-4.31380160749924,-0.886662560170246,-4.99811311323919,-4.20514204485893,-0.878900995799452,-1.10840202630688,-6.3645679196381
"2008-02-27",6.31302914898217,4.50136492860597,3.61631779001492,4.60981672354203,4.9276259596058,5.01618121811943,4.85612716559243,5.54897080662095,2.3642674502998,7.98267975644861,4.38060573112361,5.21099614145214,0.763565245621983,-1.04848025391139,-0.416768280191796,-1.2728627827986,-0.601142972739782,-0.612536467999968,-0.330536078549805,-1.14585189535509,-1.42062511469142,-0.33025635809786,1.30993991864714,-2.81192454132837,0.877195850859291,-2.87359670912758,-3.55172228025019,-1.22135091833292,-4.41484356102713,-4.45031294113912,-0.907483541616331,-4.96776838359336,-4.20270247740951,-0.938010968951447,-1.06944147940752,-6.0964788520553
"2008-02-28",6.13879083827414,4.4174527456335,3.70180199462287,4.57580070660361,4.86088965955846,4.94287333738457,4.77821184661335,5.47438293131998,2.32690153484982,7.95503546974791,4.33148120801527,5.07614483686879,0.785323854914391,-0.950666840272414,-0.436736340647176,-1.27410883777328,-0.501827748852946,-0.512437527149891,-0.330984011652915,-0.97353314285043,-1.36043336368652,-0.338992580896858,1.40066624272436,-2.66709267905638,0.724127735773015,-3.14814775066459,-4.03166214520274,-1.08900395871949,-4.69600000390314,-4.72089726926688,-1.0281291332239,-5.31291039668077,-4.32734775461234,-0.995490871165615,-1.13330826319246,-6.58708428671751
"2008-02-29",6.10429255554132,4.44413410621253,3.62806543673092,4.5677118861924,4.78042460092865,4.8737474065028,4.67777406192234,5.39950067948333,2.32045726308699,7.92765914532748,4.23874002813344,4.9629918754748,0.910049010630218,-1.12709899285984,-0.319719839783846,-1.2637397011239,-0.400010634822928,-0.416907020574112,-0.330083036866845,-0.897467749320188,-1.34567135984561,-0.343141200285187,1.50852423539681,-2.57005830226734,0.677253760633922,-3.51521992111229,-4.11391529511456,-1.12240084065348,-4.99927215207087,-5.02272888472704,-1.19703151402458,-5.52168988602946,-4.3580339841626,-1.03123944203616,-1.24219277882059,-7.07628488885625
"2008-03-03",6.09410163169749,4.44978534204087,3.64735571541716,4.57288592615521,4.73786914240968,4.84327819339983,4.65176905879786,5.37000569005918,2.32703300641541,7.93611208954241,4.23982621325989,4.98377033598576,0.840586182798143,-1.10736868823957,-0.293599724299577,-1.2670102795089,-0.351630089570594,-0.378219428036876,-0.31364477160224,-0.885599747604701,-1.33280904226911,-0.345395688222776,1.46788231715528,-2.74223447606558,0.632735318785293,-3.74146712107707,-4.32291082836924,-1.11475682764939,-4.89002696035076,-4.90934306100616,-1.17221366903106,-5.26917703869768,-4.49238945199505,-1.10798239269095,-1.15578779476645,-6.78307052500921
"2008-03-04",6.11609654681489,4.49991012639419,3.60449168284101,4.57146608677512,4.7355520775173,4.87358904473288,4.62481239019074,5.39663388019392,2.34308566578198,7.89862180648381,4.24030217589743,5.08934978757989,0.749038060046865,-1.24472390397251,-0.255457313725427,-1.29246464992772,-0.282385158111197,-0.34658677115618,-0.319128161801937,-0.868220724118763,-1.35394462297816,-0.350066492654586,1.47813359134236,-2.86595493155399,0.157378252468972,-3.82956770742008,-4.21500796751164,-1.05989198237903,-5.15009989135256,-5.22720088968172,-1.24072138398111,-5.37774447001164,-4.50606892467484,-1.14474408446846,-1.18645566345803,-6.88874854639579
"2008-03-05",6.21986627987184,4.51530124774375,3.60817312269753,4.60294891413991,4.80110499439081,4.97150078508131,4.71566397769306,5.49642407666729,2.36459239360426,7.93991490126785,4.25472539980671,5.19454571941829,0.673930941214946,-1.35534362723752,-0.289239954477207,-1.27906713422927,-0.34407802041057,-0.465210140251216,-0.389214424092635,-0.992792054560216,-1.33285733757461,-0.411455956771221,1.46167960801617,-3.09731509483814,-0.00886384174285926,-3.76961464545847,-4.03043150768101,-1.17483605062419,-5.0523413999866,-5.07504525227586,-1.31644646840424,-5.13138764451613,-4.68509477232824,-1.26094498057249,-1.19219765490429,-6.94691229863423
"2008-03-06",6.20139891750232,4.46919324657302,3.67960309620173,4.58066852534384,4.70816870353723,4.88728344252016,4.67204936758548,5.41899115608649,2.36565268674083,7.9819889183308,4.26053290449494,5.15397986707387,0.632239948794041,-1.43204337889845,-0.341215052593965,-1.28262409935696,-0.224280160452386,-0.358841010256959,-0.476959577701334,-0.91381684172558,-1.32378867114557,-0.436385214286435,1.514228228365,-3.17802188124272,-0.302158907963099,-3.86299686124878,-4.25071152622825,-0.980185334717483,-4.86193422538806,-4.86501081792802,-1.55592223610397,-4.85202554413469,-4.80070217521187,-1.30109038140632,-1.38267348700823,-7.10648948378797
"2008-03-07",6.16941866182569,4.42909202508157,3.70415584178513,4.56900917417465,4.72789898642199,4.92056068177109,4.66134659910847,5.48693105421959,2.39327875409695,7.97085320273105,4.26185988713438,5.11492349115568,0.709847733238133,-1.5953031463841,-0.32066634996633,-1.27144752946994,-0.295135983364965,-0.408030547802687,-0.594288729103903,-1.00816702886691,-1.34094969724968,-0.435004647820428,1.55612623839882,-3.09100100700622,-0.485792000016857,-3.42844585132595,-4.48947084884217,-0.952506058999441,-5.01436738515388,-5.04845409705918,-1.7524270275147,-4.98344010991036,-4.91883983953775,-1.3014573903028,-1.64623961732939,-7.20492220156402
"2008-03-10",6.24125827221003,4.39685193782159,3.74092353376164,4.57006410458324,4.72079340192265,4.88714061190421,4.65521825021002,5.46837196265083,2.37079693056698,7.97638541665416,4.20671955545446,5.00390796356335,0.625968265735052,-1.59024828531965,-0.30602531000635,-1.28001691937105,-0.230666151967301,-0.370153376724732,-0.66342586542098,-0.929708130520379,-1.29936486104229,-0.449935798137307,1.61948848747176,-3.10749382473376,-1.02569234466048,-3.46138648768339,-4.76664355018488,-1.0200716853069,-5.38780141376182,-5.30107581179582,-1.85462100129765,-5.37107056253404,-4.97952336547661,-1.29775824454159,-1.61632326876847,-6.93652072119198
"2008-03-11",6.23605102470532,4.38574491022174,3.7371021696411,4.57158749352787,4.69550295349804,4.84858459684146,4.67602769353731,5.42120041624145,2.35335203423645,7.99435328468075,4.21710503578868,5.014604135671,0.646493985813737,-1.72682619336018,-0.307824304955949,-1.26417044690647,-0.236036257632619,-0.35842505364621,-0.623114513990895,-0.876152680056915,-1.31990137676632,-0.440238034214851,1.59257075254291,-3.06470378184873,-0.489060515378127,-2.85375125873696,-4.71860216118527,-1.05305930950821,-4.81576621250416,-4.79094789084735,-1.65406645882439,-4.94622317477257,-4.68395718041898,-1.27694104836406,-1.41693937825636,-6.07025660590964
"2008-03-12",6.24150451723043,4.33599341871779,3.69155511947745,4.58277457516318,4.64817327393757,4.78768770644596,4.68658891320309,5.36500237705887,2.35524855398997,8.00191041848429,4.21498014897807,4.90203134240117,0.619762073423089,-1.71790280492658,-0.273784533125408,-1.25877011414178,-0.214178452626636,-0.334170127490203,-0.444204402608896,-0.849439797421496,-1.28728370240731,-0.424904645121252,1.7001523298159,-2.99687829281491,-0.409158119404288,-2.88398292391452,-4.58272901961884,-1.08491134325086,-4.58511818936879,-4.53679730065929,-1.38664804144638,-4.7272836878852,-4.81903756045142,-1.24516589124876,-1.55142521872217,-6.30274320276374
"2008-03-13",6.17922049565302,4.36991381944504,3.62701583604416,4.58269535813921,4.67734923789146,4.82664787195848,4.68615197455234,5.41734369476131,2.35920639231038,7.99936932670957,4.15309170723182,4.96559812216517,0.766938637291587,-1.75251477054626,-0.196388595703306,-1.25702368861644,-0.236847092797285,-0.371970237228979,-0.479292821738093,-0.917727719002922,-1.28351457130897,-0.417182649680064,1.66367068674133,-3.14137299313713,-0.555594366670412,-3.12659893720876,-4.59498514413239,-1.11197385598792,-4.7926278221482,-4.71409073208301,-1.67531076681613,-4.88476271584212,-4.8578976055646,-1.22869817212201,-1.12853752161505,-6.22518110893267
"2008-03-14",6.09780950670579,4.38870920971744,3.62877358030664,4.55417321589802,4.67330138857017,4.82465891086565,4.67443894530525,5.40143941528867,2.37867941247551,7.96274542769333,4.12304523788674,4.90335418076786,0.846846358620152,-1.81151255697116,-0.177806541070961,-1.24591727223589,-0.237688015719278,-0.315725647375783,-0.434722013714459,-1.00985594822542,-1.26965798131521,-0.423222909379982,1.68334126576997,-3.28249993929249,-0.576525138839977,-3.42076138167982,-4.74225015871089,-0.959322502204587,-4.93051654524232,-4.95235619390026,-1.89059593536762,-4.85439542416133,-5.04568019847253,-1.19041396938458,-0.904081707494524,-6.23107498024127
"2008-03-17",5.988756584917,4.36821753302187,3.65243650751537,4.57376918406581,4.77587689733034,4.89564859613263,4.72138895763556,5.48537348801457,2.53443793056836,7.9625066730087,4.00093883173748,4.78614494335819,0.375523537296643,-1.90778248577349,-0.075611927132529,-1.24143572511372,-0.398992603742156,-0.40441443046217,-0.558049697884655,-1.24292147531325,-1.3350998618787,-0.423644609670614,1.85399579442137,-3.18869794797441,-0.0232708391461944,-3.67121291615905,-5.81414043012237,-1.09553407005291,-5.60592296122604,-5.45391319989224,-2.3178214971369,-5.17852738141391,-5.66799801599988,-1.18707509835387,-1.15301051635192,-6.55167121888425
"2008-03-18",6.17470171787783,4.33092285610279,3.56885449417944,4.55495127591594,4.75710372471117,4.87830503981819,4.74884984796248,5.4157036899278,2.43889284021782,7.93387606641691,4.02832353689423,4.81548391082666,0.36737902910393,-2.04995725805884,-0.0753709759530324,-1.23468945053888,-0.464741097738607,-0.422921800265802,-0.432636708469438,-1.22332591573865,-1.30099022157933,-0.418956116776505,1.72356978526953,-3.45752198287873,0.0231041342376272,-2.8019236501812,-4.82618649544632,-1.03498478338479,-4.88906788174284,-4.79403668023481,-2.39643557314694,-4.48997814717743,-5.10024691925253,-1.18680428205083,-0.940839451368143,-5.29895870482813
"2008-03-19",6.05218378087264,4.23790385001217,3.56894374693349,4.55417922734869,4.61527938471362,4.75152748940624,4.73381342932141,5.25100391030069,2.36691059567229,7.94096438194266,3.98203525605471,4.62756977463703,0.30950150861606,-2.05965715410529,-0.0596460289906142,-1.23602763879847,-0.578492536880277,-0.346816838855468,-0.420619125179927,-0.931939812530784,-1.22951157909719,-0.409677767086162,1.54047167365468,-3.51568699953982,-0.101762576373928,-2.38160912540707,-4.84189018177037,-1.00152583550601,-3.85931981897999,-4.15170091679753,-2.56316920241907,-4.14285378368455,-5.03145183898437,-1.21029335295297,-0.486254679796801,-5.02573470801402
"2008-03-20",6.06975235426165,4.22189035615411,3.52686207137684,4.54953786013715,4.51601296059861,4.64498274361515,4.66650443332429,5.15043422527532,2.35062832786412,7.94110820898042,3.9514055065333,4.52968054177903,0.325881957135497,-2.04835633317355,-0.00472390157561697,-1.23064894974861,-0.548741732170737,-0.293142600499182,-0.31100067053438,-0.879204538240055,-1.20999031744371,-0.409835304854237,1.42672730949335,-3.50237422411859,-0.0920007745678459,-2.29123926945558,-4.81929757248153,-0.997936371678009,-3.30730929868591,-3.60046475310538,-2.34933783270078,-3.65054959119244,-5.0271090413236,-1.21043097114239,-0.146656511902046,-4.32258539395439
"2008-03-21",6.05275712274633,4.22165430034502,3.52685679114674,4.54032792830006,4.52828614811809,4.64632845916998,4.66608567937523,5.14649784322921,2.30301732179528,7.94141139006469,3.9518800849001,4.53070008051068,0.325533883050155,-2.08042779524261,-0.0051039944606831,-1.19141659601864,-0.582576717468748,-0.314631564769761,-0.297573398943048,-0.867801824073445,-1.21399800217149,-0.411551128599795,1.42661462045829,-3.49892825864728,-0.097480815980691,-2.1882061208844,-4.81661474365929,-1.04029739255152,-3.32710623447578,-3.58105510856819,-2.34770684094031,-3.66078362615844,-4.71861419868376,-1.20960955549067,-0.149930321522055,-4.33014981759496
"2008-03-24",6.15077796350295,4.2105608023373,3.48204650114514,4.5433620716316,4.52491291664708,4.64642214133665,4.6643170325544,5.12484108892065,2.27162718777783,7.95872106461356,3.95278848395994,4.79355764962089,0.31759436633675,-2.10557798925645,0.0213647389208381,-1.18206816794247,-0.569152501234227,-0.320986637412928,-0.29601217028006,-1.01179098633639,-1.22771623812869,-0.366889179458919,1.42656683733091,-3.23743307190444,0.00895858229621727,-1.93434793714122,-4.66453927696572,-1.08850626093452,-3.34066786849335,-3.55355960191423,-2.34402218906808,-3.36307582054444,-4.49404216677991,-1.16667653137172,-0.157354374561749,-4.80262096216413
"2008-03-25",6.1879225147091,4.17192690076181,3.51476459457401,4.52434416644685,4.59234158338061,4.70632807903271,4.70190695278983,5.13911223019536,2.25529853597561,7.94681703750434,4.04293606848031,4.74184934925104,0.291107063498993,-2.11143871606417,-0.0547710597671053,-1.14991102140088,-0.683627847298861,-0.411351818783556,-0.112292782865843,-0.934531944859127,-1.18695204907811,-0.371370861522049,1.23683344216291,-3.06804455452964,-0.17181123672112,-1.59455007097348,-4.43399805213333,-1.13547755487311,-2.75563254493741,-3.04753796753375,-1.89536570242943,-2.94731444548051,-4.6574235590437,-1.1658091472543,0.337091772948835,-4.96405630640043
"2008-03-26",6.15783527703906,4.22174849457908,3.58534854672992,4.50081099895021,4.62015009319491,4.76041333767265,4.69292644786851,5.20950250958565,2.25921258931711,7.93651913251812,4.09171366646166,4.78637785232476,0.296611370507428,-2.12754266436139,-0.103405093820835,-1.13849406638735,-0.817387935751306,-0.430046831246141,-0.0946092821678394,-0.953829062719715,-1.18412296878804,-0.366509284440047,1.21630195414487,-3.09732703954294,-0.121475897593281,-2.00770860076888,-4.57049114807845,-1.17678074479923,-2.68343542147365,-3.26759849677592,-1.84552866786729,-3.22157915980049,-4.70952811553749,-1.15438051444336,0.186706168456609,-5.58129326232989
"2008-03-27",6.17035618320294,4.22725929894565,3.63924724957649,4.49152677133039,4.76321845664687,4.87886383319919,4.75297190173887,5.34317395290328,2.29626604913913,7.91998479044985,4.13610585847281,4.88265997331392,0.338508758550716,-2.18755001472469,-0.138915958022491,-1.13282618152905,-0.839377038819699,-0.534910982848062,-0.084412206691198,-0.983036561359325,-1.22346895437898,-0.368166744840379,0.967976940217515,-3.1872042127397,-0.0157932455635033,-1.96927965599342,-4.66416611764035,-1.18193218639258,-3.29494511482903,-3.62092174254128,-1.90042814638609,-3.81680276275902,-4.72962579726291,-1.14656275726395,0.345320961799531,-5.64560370552902
"2008-03-28",6.25482647973528,4.21147887693278,3.65161793168582,4.46828642953555,4.71726014108826,4.83471795409441,4.70712491823799,5.29380394848932,2.31818591788015,7.91645691264134,4.19430153133729,4.79333544803321,0.293659124812073,-2.12585819353584,-0.156862744718123,-1.15336592972286,-0.870344139432295,-0.567047671371129,-0.12357322611193,-0.965901331834581,-1.23722833959913,-0.365395516412468,0.962211799049497,-2.98989836417166,-0.0908020995370187,-2.04121706369757,-4.42886635549061,-1.08056724558245,-2.9823189833996,-3.27852166929373,-2.08997697427383,-3.60625096055974,-4.81353844638569,-1.14546007412806,0.216353613595776,-5.76957638844079
"2008-03-31",6.11701777440999,4.19796473951913,3.65922020390446,4.49110110926635,4.69523416371027,4.81163912933073,4.72234403311501,5.26115924182201,2.36675514703102,7.85283993551839,4.16721324387211,4.77726574112192,0.259866857018787,-2.04693064763796,-0.149286830271908,-1.1241673205413,-0.755955805227017,-0.487168284034917,-0.320880375019646,-0.908472324052354,-1.29323875260565,-0.339623147734503,1.04631205369768,-2.98694541931636,-0.0979554223173436,-2.12284853636768,-4.63699422872742,-1.19207444645049,-3.21522329409764,-3.46599604909753,-2.34763087405129,-3.76261712631155,-4.84065047348115,-1.01382607982849,0.0724489841234899,-5.95223481054639
"2008-04-01",6.26979905045698,4.27154272367558,3.64361438605371,4.48333487325687,4.71566325884485,4.82624297366583,4.76507067826222,5.25179307353631,2.43637688812773,7.8731744615268,4.24145487983526,4.87430327816574,0.197397168732248,-2.03534107397516,-0.170382881981807,-1.11059353838947,-0.78345179696249,-0.529155450304315,-0.248866959918281,-0.910611687487404,-1.37302270489962,-0.0737956285983619,0.944202178379473,-3.10777330440463,-0.161244880041075,-1.80587057578794,-4.21379365920149,-1.22358450249218,-2.95445387604384,-3.1869225031358,-2.12002169059915,-3.5380521065706,-4.84415066386218,-1.40743816518389,0.0995142379577567,-5.38441573283336
"2008-04-02",6.26661169371124,4.2783357730437,3.62399130196977,4.48911794302398,4.68285890739198,4.79828560847063,4.72407447371338,5.19435720123262,2.46179092288464,7.91626872174102,4.26595814385817,4.84964881991382,0.245795538465334,-2.03015824119599,-0.181226824015069,-1.13369538203464,-0.773842729560988,-0.516783438677919,-0.191119784096737,-0.884584931310632,-1.3862895924087,-0.0744828666567656,0.800542617019553,-3.15747761686499,-0.00206092751180709,-1.48497424549827,-3.9704802487992,-1.20815401714855,-2.67624771794878,-2.96911629319499,-2.01646036921162,-3.21415379720233,-4.89968583216737,-1.43881830806071,0.420558260204642,-4.85678631619727
"2008-04-03",6.2200742145496,4.27095437662415,3.6809689568918,4.47011217968805,4.74760260888186,4.84760472554992,4.77484317984585,5.25926619193002,2.43098513234918,7.88339658892979,4.2694354556071,4.81923522541714,0.22652260748562,-1.95631770130286,-0.207631979606437,-1.14544580488824,-0.592180302114978,-0.540979581214068,-0.260575890193558,-0.886086525270536,-1.36299137842772,-0.0534594767910093,0.96508968276475,-3.12416089243113,-0.0201771363115268,-1.71567733548959,-4.30441691417752,-1.13936159687722,-3.34820763483664,-3.27559672714818,-2.12050803476197,-3.52362898472409,-4.88855675347518,-1.32139909091639,0.0954830819358952,-4.81909113552075
"2008-04-04",6.28886381240772,4.2389694877412,3.67275922381818,4.47004822328851,4.6997477516391,4.79774414834616,4.78330511042009,5.21538159954707,2.3930511960644,7.87633931185701,4.24263300241021,4.72165858664586,0.202392779768828,-1.93950026667677,-0.198199169266359,-1.14691147747518,-0.566054916277248,-0.514493010343977,-0.294605419639156,-0.844158496947559,-1.3328410811263,-0.0505257496334384,1.0091210741078,-3.00658483300455,-0.0303656175438114,-1.88665809721244,-4.31079036289799,-1.13729933903645,-3.27870408573621,-3.20561211841438,-2.1291388078905,-3.51908637692715,-4.82219538196972,-1.27582322285061,0.131091729467521,-4.98492787545037
"2008-04-07",6.22182178686142,4.30801793854574,3.64515485924287,4.45979572076445,4.72485174102394,4.82967331816034,4.83891772893296,5.236993726912,2.38579567234003,7.90518420257225,4.29371527256353,4.75242459698984,0.259369293893802,-2.00196146853703,-0.221236576458602,-1.12729031936829,-0.62276968900748,-0.588304194774554,-0.300665885343282,-0.898134649934623,-1.32197665198121,-0.0782733807760183,1.02197014653186,-3.03804972497687,0.0768692565196725,-1.84425874934347,-3.92672742738402,-1.14327938928741,-2.99920609762175,-2.9294718626075,-2.11055822846953,-3.30182446046339,-4.8613405730395,-1.20079463297909,0.0355990345273636,-4.65328310420858
"2008-04-08",6.27484474649721,4.36041511544441,3.7038624109225,4.42845555587002,4.74636298525578,4.84966986435922,4.82974720436967,5.30518490795014,2.38348715961347,7.90826257301473,4.31115049699994,4.81010214592041,0.235717582527356,-2.02261050234009,-0.262717879096594,-1.09488046150549,-0.589589228677187,-0.580063202857142,-0.303567007959578,-0.940959441465714,-1.332960675612,-0.0729131633124915,1.13432948815765,-3.09916857620258,0.0490923974856932,-2.03321183180557,-4.33710044427263,-1.06364840513434,-3.22087219196381,-3.07987517650064,-2.10280054206583,-3.47644074944562,-4.75437882265623,-1.17487718152366,-0.158483983825096,-4.84651989487955
"2008-04-09",6.15436054798975,4.35149849927997,3.71403777589986,4.4306006982883,4.75002006189213,4.82913177724694,4.850516691119,5.31454132230793,2.38535151032099,7.87788183353071,4.34728026180086,4.75617834776378,0.235113588091337,-1.79606127330726,-0.288977779998726,-1.13252037899687,-0.528286424202547,-0.515681592409627,-0.337554203225039,-0.924135212477216,-1.32070261669818,-0.0417659862680846,1.11541623162402,-3.08611175513245,-0.0250860937167374,-2.61382331016681,-4.15310585522249,-1.02362195565737,-3.45083251065106,-3.22276788776842,-2.17034747214497,-3.64058646896452,-4.80419375249008,-1.13201220024801,-0.245475504887676,-5.08907008455946
"2008-04-10",6.23250514552677,4.41095050865093,3.70954601135114,4.39878121427095,4.74987466231575,4.85565327583335,4.83107219348319,5.31145020994752,2.43285305045373,7.85505411673695,4.32471135049838,4.77721903602502,0.206087069225397,-1.88797525187567,-0.278117191408025,-1.14281169745475,-0.50278658881668,-0.52282547934738,-0.343365494536568,-0.886580297777704,-1.37850276109531,-0.062827202805108,1.19430202756651,-3.22926927525971,-0.134670244122715,-2.51659548490283,-4.34791667181611,-0.918132724299575,-3.61284246647402,-3.43021308464336,-2.19405230642485,-3.74127250079747,-4.75812118264619,-1.02702698559711,-0.348925334057626,-4.68591252020337
"2008-04-11",6.2663469331717,4.36891616071364,3.72796575202787,4.35501525216777,4.67521364332089,4.77999031695516,4.75461139429318,5.23093775701802,2.44815983930065,7.86405063722655,4.28161065650953,4.73355898375672,0.198754485412621,-1.80824452376811,-0.272629084029392,-1.08884925400888,-0.394012368528306,-0.416486323812704,-0.321006748564797,-0.804566305796351,-1.40032003142339,-0.109756759431633,1.30380259743237,-3.20600736494804,-0.139833010719904,-2.71514396257155,-4.55209395053326,-0.857574758542786,-3.73851928068621,-3.55421802815559,-2.15474031515486,-3.7894531798779,-4.76772494873261,-0.970803113331575,-0.445909489880711,-4.93369273543613
"2008-04-14",6.18932891317506,4.41289886295788,3.57519749203509,4.33654607338163,4.66652944426046,4.77776899029867,4.77377845038548,5.25577137899429,2.4445324479605,7.892703435377,4.26696904191713,4.78419332092299,0.244570682613154,-1.79721941040515,-0.200466998478304,-1.09413495319945,-0.415080404716204,-0.406683137900348,-0.323039914602431,-0.831499472221108,-1.36944182552488,-0.0599067033576228,1.31940243816261,-3.32639503775836,-0.129812012639598,-2.95857690378965,-3.60648470496655,-0.825856498876147,-3.63664334894679,-3.52332643920309,-2.14715911429172,-3.74083519357323,-4.88224935542893,-1.11608808725299,-0.423467532558769,-4.85235428998412
"2008-04-15",6.28026365275049,4.48173540137954,3.59672340084711,4.34785324457734,4.69084970550617,4.82393733132353,4.790151198544,5.29606003243535,2.4193320371554,7.93005180769301,4.33894783800629,4.87646419972761,0.151961800012258,-1.78378583909788,-0.253539195757883,-1.09707680685954,-0.585849903416045,-0.480850727845791,-0.372955726265282,-0.902798036328103,-1.37231945557702,-0.0894165950578802,1.40323946674295,-3.3750297012832,-0.338111710748407,-3.03962093910563,-3.41690844584011,-0.857915216549532,-3.201815727417,-3.32408583195799,-2.18266964541172,-3.47929540061579,-4.70661125199713,-1.0918548006028,-0.559203808351481,-4.74422511685052
"2008-04-16",6.35347100296729,4.49242617239935,3.66955536518995,4.35787374063455,4.75696518991931,4.89570134810566,4.8922695435717,5.36714391839131,2.44502311828869,7.9529515055552,4.36849384584753,4.9242435355457,0.13368775607391,-1.74271309692708,-0.356515055978327,-1.08066535593485,-0.674389388412625,-0.577421965266537,-0.417693236577801,-0.988875993649391,-1.4199132207634,-0.123446171039133,1.40928189509554,-3.47727157551622,-0.388872150173986,-2.8739490032658,-3.31457123401079,-0.928176008386139,-3.04026193424519,-3.16522796201629,-2.18463595777568,-3.33076216649897,-4.55082769617127,-1.0164423048863,-0.48405952946036,-4.3561421816727
"2008-04-17",6.35861984832839,4.46577322408517,3.68063830549059,4.3384324970168,4.77024076313053,4.90368166238628,4.96282809206975,5.38198981987442,2.4706191012555,7.98520840601182,4.4092071619879,4.93238086164514,0.189859698095374,-1.72818109186294,-0.394624033376912,-1.07381689871741,-0.717876150144023,-0.648129058781652,-0.396110609148114,-1.13940748025333,-1.4525343859656,-0.151152868196103,1.32855275932598,-3.37958008269496,-0.280023726242589,-2.65442267112049,-3.11280003100099,-0.854285898979914,-2.69702771022649,-2.77437614964376,-1.94821587111097,-2.95392499262942,-4.55300321865395,-0.976798198471913,-0.347605639322436,-4.1634802486263
"2008-04-18",6.357212310511,4.45624641563758,3.69989018961179,4.32933778730443,4.75355123798334,4.88285143646806,4.90623018109495,5.33779372841997,2.46828553930882,8.03510735152552,4.46240080679702,4.88472802693553,0.161770375428692,-1.72759646940733,-0.458571564895603,-1.0983903739617,-0.752064205988112,-0.681618441870294,-0.199243511381716,-1.10485692559807,-1.46355550717076,-0.234510699268918,1.35714950224043,-3.23844951223179,-0.30246213086929,-2.55333330922128,-2.72436787802087,-0.830957169482228,-2.12538373674892,-2.22932352346376,-1.28691323428188,-2.56598071906189,-4.49867967554578,-0.786903230892845,-0.372032044523659,-4.10724733996234
